233,4
0,3,0,0.0186,0.0232
0,3,0,0.0157,0.0245
0,3,0,0.0184,0.0282
0,3,0,0.0152,0.0261
0,3,0,0.0152,0.0241
0,3,0,0.02,0.027
0,3,0,0.0177,0.03
0,3,0,0.0189,0.03
0,3,0,0.02,0.03
0,3,0,0.0165,0.0239
0,3,0,0.0157,0.0278
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.0152,0.0284
0,3,0,0.0184,0.03
0,3,0,0.0132,0.0244
0,3,0,0.02,0.0244
0,3,0,0.02,0.0285
0,3,0,0.02,0.0437
0,3,0,0.02,0.0464
0,3,0,0.0173,0.03
0,3,0,0.0172,0.03
0,3,0,0.02,0.04
0,3,0,0.02,0.0399
0,3,0,0.02,0.04
0,3,0,0.02,0.045
0,3,0,0.02,0.0454
0,3,0,0.02,0.0515
0,3,0,0.02,0.05
0,3,0,0.02,0.0545
0,3,0,0.02,0.0487
0,3,0,0.02,0.0493
0,3,0,0.02,0.03
0,3,0,0.02,0.0381
0,3,0.0002,0.02,0.0416
0,3,0.0004,0.02,0.04
0,3,0,0.02,0.034
0,3,0,0.02,0.0304
0,3,0,0.02,0.03
0,3,0,0.0199,0.03
0,3,0,0.02,0.03
0,3,0,0.0182,0.028
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.0158,0.0259
0,3,-0.0017,0.0179,0.0275
0,3,0,0.0175,0.0271
0,3,0,0.02,0.0293
0,3,0,0.0179,0.0294
0,3,-0.0002,0.0147,0.0261
0,3,-0.0066,0.0147,0.0251
0,3,-0.002,0.0157,0.0251
0,3,-0.0093,0.0159,0.0253
0,3,-0.0076,0.0118,0.0274
0,3,-0.0084,0.017,0.0293
0,3,-0.01,0.0126,0.0286
0,3,-0.0123,0.0135,0.0266
0,3,-0.0104,0.0164,0.0292
0,3,-0.0018,0.0182,0.03
0,3,-0.01,0.0156,0.0257
0,3,-0.0211,0.01,0.0283
0,3,-0.0074,0.0182,0.03
0,3,-0.0219,0.0131,0.0283
0,3,-0.0186,0.0178,0.03
0,3,-0.0198,0.0162,0.028
0,3,0,0.0165,0.0299
0,3,0,0.0175,0.028
0,3,-0.0186,0.0135,0.03
0,3,-0.0082,0.0185,0.03
0,3,-0.0059,0.0198,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.0467
0,3,0,0.02,0.0386
0,3,-0.0066,0.02,0.032
0,3,0,0.02,0.0525
0,3,0,0.02,0.0473
0,3,-0.0041,0.0187,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.0663
0,3,0,0.02,0.0441
0,3,0,0.02,0.0449
0,3,0,0.02,0.06
0,3,-0.0132,0.02,0.0371
0,3,0,0.02,0.034
0,3,0,0.02,0.059
0,3,-0.0177,0.0175,0.03
0,3,0,0.02,0.0387
0,3,0,0.02,0.0844
0,3,0,0.02,0.0631
0,3,-0.0272,0.01,0.0249
0,3,-0.02,0.0115,0.03
0,3,-0.0155,0.0148,0.03
0,3,-0.0191,0.0152,0.03
0,3,0,0.02,0.0627
0,3,0,0.02,0.0542
0,3,0,0.02,0.0431
0,3,0,0.02,0.0588
0,3,0,0.02,0.0745
0,3,0,0.02,0.0502
0,3,0,0.02,0.0357
0,3,-0.0016,0.02,0.0336
0,3,-0.0006,0.02,0.0378
0,3,0,0.02,0.0323
0,3,0,0.02,0.0447
0,3,-0.0109,0.02,0.0359
0,3,0,0.0192,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.03
0,3,0,0.0138,0.03
0,3,0,0.02,0.0351
0,3,0,0.02,0.038
0,3,0,0.02,0.0415
0,3,-0.0084,0.02,0.0314
0,3,0,0.02,0.0329
0,3,-0.01,0.0181,0.0311
0,3,-0.0107,0.0156,0.03
0,3,-0.01,0.02,0.03
0,3,-0.01,0.0193,0.03
0,3,-0.01,0.0179,0.03
0,3,-0.01,0.0198,0.03
0,3,-0.009,0.02,0.03
0,3,-0.0098,0.0185,0.03
0,3,-0.0062,0.0175,0.03
0,3,0,0.02,0.0328
0,3,0,0.02,0.0471
0,3,0,0.02,0.0317
0,3,-0.0055,0.02,0.0301
0,3,-0.0025,0.02,0.03
0,3,-0.0069,0.0198,0.03
0,3,-0.0013,0.0189,0.0291
0,3,0,0.02,0.03
0,3,0,0.02,0.0309
0,3,-0.0012,0.0151,0.03
0,3,0,0.02,0.03
0,3,-0.0063,0.0129,0.025
0,3,-0.0073,0.0143,0.0252
0,3,-0.01,0.0145,0.0288
0,3,-0.009,0.0192,0.0298
0,3,-0.002,0.02,0.03
0,3,-0.0007,0.02,0.03
0,3,0,0.02,0.03
0,3,-0.0028,0.0189,0.03
0,3,0,0.02,0.0348
0,3,0,0.0182,0.03
0,3,0,0.02,0.03
0,3,0,0.02,0.0331
0,3,0,0.0185,0.0216
0,3,0,0.0191,0.03
0,3,0,0.02,0.0315
0,3,0,0.02,0.03
0,3,0,0.02,0.0351
0,3,0,0.02,0.03
0,3,0,0.02,0.0326
0,3,0,0.02,0.0257
0,3,0,0.02,0.0266
0,3,0,0.02,0.0296
0,3,-0.9761,0.98,0.98
0,3,-0.9909,0.98,0.98
0,3,-0.9585,0.98,0.98
0,3,-0.9924,0.978,0.98
0,3,-0.9833,0.9785,0.98
0,3,-0.99,0.98,0.98
0,3,-0.9746,0.9737,0.98
0,3,-0.9905,0.9785,0.98
0,3,-0.9869,0.9769,0.98
0,3,-0.9956,0.9736,0.98
0,3,-0.99,0.9728,0.98
0,3,-0.9852,0.97,0.98
0,3,-0.9832,0.97,0.98
0,3,-0.9952,0.97,0.98
0,3,-0.99,0.9695,0.98
0,3,-0.98,0.9637,0.98
0,3,-0.9832,0.97,0.98
0,3,-0.9811,0.96,0.98
0,3,-0.9647,0.9653,0.98
0,3,-0.9773,0.9314,0.98
0,3,-0.9907,0.9303,0.98
0,3,-0.99,0.878,0.98
0,3,-0.9861,0.8841,0.98
0,3,-0.9814,0.9034,0.98
0,3,-0.972,0.9406,0.98
0,3,-0.9721,0.8682,0.98
0,3,-0.9261,0.8436,0.98
0,3,-0.9571,0.8228,0.98
0,3,-0.9378,0.8133,0.98
0,3,-0.985,0.85,0.98
0,3,-0.9816,0.8095,0.98
0,3,-0.9915,0.8035,0.98
0,3,-0.9851,0.7834,0.98
0,3,-0.9874,0.7737,0.98
0,3,-0.9624,0.7652,0.98
0,3,-0.9781,0.7626,0.98
0,3,-0.9681,0.7173,0.98
0,3,-0.969,0.7357,0.98
0,3,-0.9754,0.754,0.98
0,3,-0.9699,0.7539,0.98
0,3,-0.9773,0.7335,0.98
0,3,-0.9635,0.7092,0.98
0,3,-0.96,0.6655,0.98
0,3,-0.967,0.6867,0.98
0,3,-0.9745,0.7393,0.98
0,3,-0.9674,0.66,0.98
0,3,-0.97,0.6615,0.98
0,3,-0.949,0.7387,0.98
0,3,-0.9635,0.7515,0.98
0,3,-0.9615,0.72,0.98
0,3,-0.9768,0.6796,0.98
0,3,-0.9643,0.7032,0.98
0,3,-0.9418,0.6504,0.98
0,3,-0.9733,0.6469,0.98
0,3,-0.974,0.64,0.98
0,3,-0.9488,0.6535,0.98
0,3,-0.9589,0.6602,0.98
0,3,-0.9653,0.6281,0.98
0,3,-0.9663,0.6689,0.98
0,3,-0.9522,0.5828,0.98
0,3,-0.9692,0.583,0.98
0,3,-0.9607,0.7108,0.98
0,3,-0.9583,0.65,0.98
0,3,-0.9323,0.6494,0.98
0,3,-0.9657,0.73,0.98
0,3,-0.9612,0.7044,0.98
0,3,-0.9543,0.7262,0.98
0,3,-0.9447,0.703,0.98
0,3,-0.9627,0.6577,0.98
0,3,-0.9181,0.68,0.98
0,3,-0.9806,0.5643,0.98
0,3,-0.9615,0.5159,0.98
0,3,-0.9605,0.5675,0.98
